Timestamp,course,heard_website,heard_social_media,heard_community_event,heard_family_member_friend,heard_current_ccm_student,heard_ccm_alumni,heard_hs_teacher,heard_hs_counselor,heard_in_app_advertisement,heard_employer,heard_billboard,heard_television,heard_radio,heard_home_mailer,heard_other,impact_affordable_cost,impact_location_convenience,impact_choice_of_programs,impact_online_offerings,impact_family_friends_referral,impact_faculty_staff,impact_college_reputation,impact_financial_aid,impact_scholarships,impact_small_class_sizes,impact_extra_curricular_opportunities,impact_accepted_my_transfer_credits,impact_negative_experience,impact_nj_stars_program,impact_ability_to_transfer_ccm_credits,impact_credits_from_hs,motivation_to_keep_current_in_computing_skills,motivation_curiosity,motivation_personal_enrichment,motivation_career_advancement,motivation_career_change,motivation_professional_development,motivation_job_displacement,motivation_financial,motivation_relocation,motivation_certification,motivation_required,gender,age
2023/09/15 9:53:34 AM EST,CMP 126 Computer Technology and Applications,Yes,No,No,Yes,Yes,Don't recall,Yes,Yes,Yes,No,No,Yes,No,No,No,Some Impact,N/A,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Man,19-20
2023/09/15 12:12:42 PM EST,CMP 101 Computer Information Literacy,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Yes,Yes,No,No,No,No,No,No,No,No,No,Man,19-20
2023/09/15 3:54:35 PM EST,CMP 126 Computer Technology and Applications,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Don't recall,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Non-binary,25-34
2023/09/15 8:09:18 PM EST,CMP 126 Computer Technology and Applications,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Woman,19-20
2023/09/15 8:26:42 PM EST,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Woman,19-20
2023/09/15 9:01:04 PM EST,CMP 126 Computer Technology and Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,No,No,No,No,Yes,Man,19-20
2023/09/15 9:24:48 PM EST,CMP 101 Computer Information Literacy,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Man,19-20
2023/09/17 7:19:11 PM EST,CMP 101 Computer Information Literacy,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,N/A,N/A,N/A,N/A,N/A,High Impact,N/A,No,No,No,No,No,No,No,No,No,No,Yes,Woman,21-24
2023/09/18 7:23:54 PM EST,CMP 126 Computer Technology and Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,High Impact,High Impact,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,No,No,No,No,Yes,No,No,No,Man,35-64
2023/09/19 9:38:59 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Woman,19-20
2023/09/19 9:39:11 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Woman,21-24
2023/09/19 9:39:20 AM EST,CMP 135 Computer Concepts with Applications,Don't recall,Don't recall,Don't recall,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,N/A,N/A,High Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,Yes,Man,21-24
2023/09/19 9:40:38 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,Yes,Woman,18 and younger
2023/09/19 9:41:29 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Man,19-20
2023/09/19 9:41:44 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,N/A,High Impact,No Impact,No Impact,No Impact,No Impact,N/A,No Impact,N/A,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Man,19-20
2023/09/19 9:42:50 AM EST,CMP 135 Computer Concepts with Applications,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Man,19-20
2023/09/19 9:42:52 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Woman,21-24
2023/09/19 9:43:12 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Woman,19-20
2023/09/19 9:43:14 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,N/A,No Impact,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Man,21-24
2023/09/19 9:43:20 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,Yes,Man,19-20
2023/09/19 9:45:26 AM EST,CMP 135 Computer Concepts with Applications,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,19-20
2023/09/19 9:46:42 AM EST,CMP 135 Computer Concepts with Applications,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Man,19-20
2023/09/19 9:51:18 AM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,No,No,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Woman,21-24
2023/09/19 10:08:07 AM EST,CMP 101 Computer Information Literacy,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Woman,19-20
2023/09/19 10:31:39 AM EST,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Woman,19-20
2023/09/19 3:42:17 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Man,35-64
2023/09/19 4:12:14 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Man,19-20
2023/09/19 5:59:57 PM EST,CMP 101 Computer Information Literacy,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,Prefer not to say,25-34
2023/09/19 6:00:20 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Woman,19-20
2023/09/19 6:00:50 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,N/A,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Woman,25-34
2023/09/19 6:00:57 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,No,No,No,No,Yes,Man,21-24
2023/09/19 6:01:01 PM EST,CMP 135 Computer Concepts with Applications,Yes,Don't recall,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Woman,25-34
2023/09/19 6:01:09 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Woman,18 and younger
2023/09/19 6:03:41 PM EST,CMP 101 Computer Information Literacy,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Man,25-34
2023/09/19 6:03:45 PM EST,CMP 135 Computer Concepts with Applications,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Man,21-24
2023/09/19 6:04:34 PM EST,CMP 135 Computer Concepts with Applications,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,19-20
2023/09/19 6:05:55 PM EST,CMP 101 Computer Information Literacy,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,N/A,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,N/A,N/A,N/A,High Impact,High Impact,High Impact,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Woman,21-24
2023/09/19 6:07:54 PM EST,CMP 135 Computer Concepts with Applications,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,N/A,N/A,High Impact,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Woman,25-34
2023/09/19 6:08:11 PM EST,CMP 135 Computer Concepts with Applications,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Man,21-24
2023/09/19 10:44:14 PM EST,CMP 135 Computer Concepts with Applications,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Prefer not to say,21-24
